idx,content,template,entities
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2498078","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2498078]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2847130","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2847130]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.4322081","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,4322081]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2457409","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2457409]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.3834350","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,3834350]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2696431","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2696431]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2568409","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1910,0,2568409]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2556732","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1910,0,2556732]"
627,"10.11.21.130,10.11.10.1 ""GET /openstack/2012-08-10/meta_data.json HTTP/1.1"" status: 200 len: 264 time: 0.2336938","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.21.130,10.11.10.1,/openstack/2012-08-10/meta_data.json HTTP/1.1,200,264,0,2336938]"
627,"10.11.21.130,10.11.10.1 ""GET /openstack/2013-10-17 HTTP/1.1"" status: 200 len: 157 time: 0.0007410","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.21.130,10.11.10.1,/openstack/2013-10-17 HTTP/1.1,200,157,0,0007410]"
627,"10.11.21.130,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2199168","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.21.130,10.11.10.1,/openstack/2013-10-17/vendor_data.json HTTP/1.1,200,124,0,2199168]"
627,"10.11.21.130,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.0006940","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.21.130,10.11.10.1,/openstack/2013-10-17/vendor_data.json HTTP/1.1,200,124,0,0006940]"
627,"10.11.21.130,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" status: 404 len: 176 time: 0.2292249","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.21.130,10.11.10.1,/openstack/2013-10-17/user_data HTTP/1.1,404,176,0,2292249]"
627,"10.11.21.130,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.2446721","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.21.130,10.11.10.1,/openstack/2013-10-17/meta_data.json HTTP/1.1,200,967,0,2446721]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1916 time: 0.2785730","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1916,0,2785730]"
627,"10.11.21.130,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.2323599","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.21.130,10.11.10.1,/openstack/2013-10-17/meta_data.json HTTP/1.1,200,967,0,2323599]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1874 time: 0.1882880","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1874,0,1882880]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 211 time: 0.0956130","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,211,0,0956130]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.1911871","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1583,0,1911871]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.1919560","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1583,0,1919560]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/fecdd5a9-3ca0-4c82-9336-63b7774f738e HTTP/1.1"" status: 200 len: 1708 time: 0.1929550","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/fecdd5a9-3ca0-4c82-9336-63b7774f738e HTTP/1.1,200,1708,0,1929550]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2669790","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1759,0,2669790]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2631650","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1759,0,2631650]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2647748","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2647748]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2738080","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2738080]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2728651","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2728651]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2706349","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2706349]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2575791","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2575791]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2508280","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2508280]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2585869","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2585869]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2614942","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2614942]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2627311","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2627311]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2796719","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2796719]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2654428","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2654428]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2659068","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2659068]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2491281","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2491281]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2600241","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2600241]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.3734829","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,3734829]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2536900","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2536900]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2757139","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2757139]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.4072108","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,4072108]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2457120","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2457120]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2657661","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2657661]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2675610","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2675610]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2544250","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2544250]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2585871","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2585871]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2613189","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2613189]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2625270","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1910,0,2625270]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1910 time: 0.2610891","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1910,0,2610891]"
627,"10.11.21.131,10.11.10.1 ""GET /openstack/2012-08-10/meta_data.json HTTP/1.1"" status: 200 len: 264 time: 0.2973430","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.21.131,10.11.10.1,/openstack/2012-08-10/meta_data.json HTTP/1.1,200,264,0,2973430]"
627,"10.11.21.131,10.11.10.1 ""GET /openstack/2013-10-17 HTTP/1.1"" status: 200 len: 157 time: 0.2318211","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.21.131,10.11.10.1,/openstack/2013-10-17 HTTP/1.1,200,157,0,2318211]"
627,"10.11.21.131,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2301619","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.21.131,10.11.10.1,/openstack/2013-10-17/vendor_data.json HTTP/1.1,200,124,0,2301619]"
627,"10.11.21.131,10.11.10.1 ""GET /openstack/2013-10-17/vendor_data.json HTTP/1.1"" status: 200 len: 124 time: 0.2361510","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.21.131,10.11.10.1,/openstack/2013-10-17/vendor_data.json HTTP/1.1,200,124,0,2361510]"
627,"10.11.21.131,10.11.10.1 ""GET /openstack/2013-10-17/user_data HTTP/1.1"" status: 404 len: 176 time: 0.0015490","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.21.131,10.11.10.1,/openstack/2013-10-17/user_data HTTP/1.1,404,176,0,0015490]"
627,"10.11.21.131,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.0012500","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.21.131,10.11.10.1,/openstack/2013-10-17/meta_data.json HTTP/1.1,200,967,0,0012500]"
627,"10.11.21.131,10.11.10.1 ""GET /openstack/2013-10-17/meta_data.json HTTP/1.1"" status: 200 len: 967 time: 0.2374320","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.21.131,10.11.10.1,/openstack/2013-10-17/meta_data.json HTTP/1.1,200,967,0,2374320]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1916 time: 0.2779312","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1916,0,2779312]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1874 time: 0.1925120","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1874,0,1925120]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 211 time: 0.1012239","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,211,0,1012239]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.1909380","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1583,0,1909380]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1583 time: 0.1754098","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1583,0,1754098]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/63a0d960-70b6-44c6-b606-491478a5cadf HTTP/1.1"" status: 200 len: 1708 time: 0.1946359","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/63a0d960-70b6-44c6-b606-491478a5cadf HTTP/1.1,200,1708,0,1946359]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2833371","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1759,0,2833371]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1759 time: 0.2857559","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1759,0,2857559]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2582810","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2582810]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2609611","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2609611]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2697830","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2697830]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2775040","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2775040]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2671990","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2671990]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2630441","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2630441]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2640278","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2640278]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2512250","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2512250]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2617428","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2617428]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2583311","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2583311]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.3579462","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,3579462]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2673008","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2673008]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.4313569","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,4313569]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2426732","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2426732]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2615430","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2615430]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2519629","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2519629]"
627,"10.11.10.1 ""GET /v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1"" status: 200 len: 1893 time: 0.2753210","<*> ""GET <*>"" status: <*> len: <*> time: <*>.<*>","[10.11.10.1,/v2/54fadb412c4e40cdbaed9335e4c35a9e/servers/detail HTTP/1.1,200,1893,0,2753210]"
