LineId,Content,EventId,EventTemplate,Dataset
482,10.251.31.5:50010:Got exception while serving blk_6332892729727950039 to /10.251.123.1:,E55,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HDFS
483,10.251.215.16:50010 Served block blk_2322432806134104317 to /10.251.215.16,E54,<*>:<*> Served block blk_<*> to /<*>,HDFS
484,10.250.15.198:50010:Got exception while serving blk_-1851265222873801714 to /10.251.195.52:,E55,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HDFS
485,10.251.111.209:50010:Got exception while serving blk_7505828172725463922 to /10.251.111.209:,E55,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HDFS
486,10.251.106.10:50010 Served block blk_2273334621242106674 to /10.251.106.10,E54,<*>:<*> Served block blk_<*> to /<*>,HDFS
487,BLOCK* NameSystem.delete: blk_8350646254685996250 is added to invalidSet of 10.251.199.159:50010,E59,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HDFS
488,BLOCK* NameSystem.delete: blk_7177118590277025973 is added to invalidSet of 10.251.121.224:50010,E59,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HDFS
489,BLOCK* NameSystem.delete: blk_5178539130945718870 is added to invalidSet of 10.251.107.19:50010,E59,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HDFS
490,BLOCK* NameSystem.delete: blk_-5145886774827574591 is added to invalidSet of 10.251.105.189:50010,E59,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HDFS
491,BLOCK* NameSystem.delete: blk_-8403618945096094999 is added to invalidSet of 10.251.42.9:50010,E59,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HDFS
492,BLOCK* NameSystem.delete: blk_-4954795063440871977 is added to invalidSet of 10.251.203.80:50010,E59,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HDFS
493,BLOCK* NameSystem.delete: blk_6489659315944341351 is added to invalidSet of 10.251.106.50:50010,E59,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HDFS
494,Deleting block blk_-8796256534683400159 file /mnt/hadoop/dfs/data/current/subdir18/blk_-8796256534683400159,E60,Deleting block blk_<*> file /<*>/blk_<*>,HDFS
495,Deleting block blk_-4223625526513535681 file /mnt/hadoop/dfs/data/current/subdir60/blk_-4223625526513535681,E60,Deleting block blk_<*> file /<*>/blk_<*>,HDFS
496,Deleting block blk_-5880591395067598620 file /mnt/hadoop/dfs/data/current/subdir32/blk_-5880591395067598620,E60,Deleting block blk_<*> file /<*>/blk_<*>,HDFS
497,Deleting block blk_-6008397446568765070 file /mnt/hadoop/dfs/data/current/blk_-6008397446568765070,E60,Deleting block blk_<*> file /<*>/blk_<*>,HDFS
498,Deleting block blk_826351419727053015 file /mnt/hadoop/dfs/data/current/subdir6/blk_826351419727053015,E60,Deleting block blk_<*> file /<*>/blk_<*>,HDFS
499,Deleting block blk_-1581605246928123722 file /mnt/hadoop/dfs/data/current/subdir13/blk_-1581605246928123722,E60,Deleting block blk_<*> file /<*>/blk_<*>,HDFS
500,Deleting block blk_-6127741703501838658 file /mnt/hadoop/dfs/data/current/subdir53/blk_-6127741703501838658,E60,Deleting block blk_<*> file /<*>/blk_<*>,HDFS
501,Deleting block blk_7090935285617451450 file /mnt/hadoop/dfs/data/current/subdir60/blk_7090935285617451450,E60,Deleting block blk_<*> file /<*>/blk_<*>,HDFS
502,Deleting block blk_9169945668827621796 file /mnt/hadoop/dfs/data/current/subdir50/blk_9169945668827621796,E60,Deleting block blk_<*> file /<*>/blk_<*>,HDFS
503,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.49:50010 is added to blk_-3684613761619321001 size 67108864,E57,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS
504,PacketResponder 1 for block blk_-4624597753370705281 terminating,E61,PacketResponder <*> for block blk_<*> terminating,HDFS
505,Received block blk_-5236578579938215340 of size 67108864 from /10.250.7.244,E62,Received block blk_<*> of size <*> from /<*>,HDFS
506,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.144:50010 is added to blk_-6592952246351162022 size 67108864,E57,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS
507,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.67:50010 is added to blk_-6449891932967810179 size 67108864,E57,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS
508,BLOCK* NameSystem.allocateBlock: /user/root/rand/_temporary/_task_200811101024_0001_m_000749_0/part-00749. blk_-6909607053783233975,E58,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HDFS
509,Receiving block blk_8752665860595246441 src: /10.251.70.5:44006 dest: /10.251.70.5:50010,E64,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS
510,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.99:50010 is added to blk_-2600305892036631113 size 67108864,E57,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS
511,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000299_0/part-00299. blk_4984150784048864430,E58,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HDFS
512,BLOCK* NameSystem.allocateBlock: /user/root/randtxt2/_temporary/_task_200811101024_0002_m_000054_0/part-00054. blk_-4139299269696044017,E58,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HDFS
513,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.111.37:50010 is added to blk_-7603740654202748654 size 67108864,E57,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS
514,Receiving block blk_-7266711648018793699 src: /10.251.31.242:47086 dest: /10.251.31.242:50010,E64,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS
515,Received block blk_-6966935672736779591 of size 67108864 from /10.251.90.64,E62,Received block blk_<*> of size <*> from /<*>,HDFS
516,PacketResponder 1 for block blk_-3339018122410311668 terminating,E61,PacketResponder <*> for block blk_<*> terminating,HDFS
517,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.31.160:50010 is added to blk_3079488924320077240 size 67108864,E57,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS
518,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.125.237:50010 is added to blk_4234385041723406944 size 67108864,E57,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS
519,10.251.42.16:50010:Got exception while serving blk_4963214289850966664 to /10.251.202.181:,E55,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HDFS
520,10.251.197.226:50010:Got exception while serving blk_2101007907134483259 to /10.251.31.242:,E55,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HDFS
521,10.251.26.177:50010:Got exception while serving blk_3848747149919646864 to /10.251.125.174:,E55,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HDFS
522,10.250.10.100:50010 Served block blk_9216955386716663841 to /10.251.90.64,E54,<*>:<*> Served block blk_<*> to /<*>,HDFS
523,Verification succeeded for blk_-4984504651603069357,E65,Verification succeeded for blk_<*>,HDFS
524,10.251.214.18:50010 Served block blk_7297060562345904886 to /10.251.29.239,E54,<*>:<*> Served block blk_<*> to /<*>,HDFS
525,BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000258_0/part-00258. blk_387577766066135394,E58,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HDFS
526,Receiving block blk_6107935679779418195 src: /10.251.43.115:55925 dest: /10.251.43.115:50010,E64,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS
527,Receiving block blk_1345503778930512538 src: /10.251.75.163:40307 dest: /10.251.75.163:50010,E64,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS
528,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.123.33:50010 is added to blk_-2916658835497879256 size 67108864,E57,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS
529,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.27.63:50010 is added to blk_7838843222458775811 size 67108864,E57,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS
530,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.66.102:50010 is added to blk_-8022986908643041177 size 67108864,E57,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS
531,Receiving block blk_-5003122231679852524 src: /10.250.7.230:51033 dest: /10.250.7.230:50010,E64,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS
532,Received block blk_-5633587983998853189 of size 67108864 from /10.251.73.220,E62,Received block blk_<*> of size <*> from /<*>,HDFS
533,BLOCK* NameSystem.allocateBlock: /user/root/sortrand2/_temporary/_task_200811101024_0003_r_000315_0/part-00315. blk_-463998587096565542,E58,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HDFS
534,10.251.195.33:50010:Got exception while serving blk_6702054389824523327 to /10.251.195.33:,E55,<*>:<*>:Got exception while serving blk_<*> to /<*>:,HDFS
535,Verification succeeded for blk_2904134648927436267,E65,Verification succeeded for blk_<*>,HDFS
536,BLOCK* NameSystem.delete: blk_-531469051872229488 is added to invalidSet of 10.251.71.146:50010,E59,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HDFS
537,BLOCK* NameSystem.delete: blk_7048740572660501729 is added to invalidSet of 10.251.107.98:50010,E59,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HDFS
538,BLOCK* NameSystem.delete: blk_1960893136630391966 is added to invalidSet of 10.251.39.144:50010,E59,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HDFS
539,BLOCK* NameSystem.delete: blk_-6932221506331060207 is added to invalidSet of 10.251.74.79:50010,E59,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HDFS
540,Deleting block blk_-8949548167466276130 file /mnt/hadoop/dfs/data/current/subdir2/blk_-8949548167466276130,E60,Deleting block blk_<*> file /<*>/blk_<*>,HDFS
541,Deleting block blk_-9171803179611497035 file /mnt/hadoop/dfs/data/current/subdir35/blk_-9171803179611497035,E60,Deleting block blk_<*> file /<*>/blk_<*>,HDFS
542,Deleting block blk_-5603192027616633151 file /mnt/hadoop/dfs/data/current/subdir34/blk_-5603192027616633151,E60,Deleting block blk_<*> file /<*>/blk_<*>,HDFS
543,Deleting block blk_-1535908830476495455 file /mnt/hadoop/dfs/data/current/subdir10/blk_-1535908830476495455,E60,Deleting block blk_<*> file /<*>/blk_<*>,HDFS
544,Deleting block blk_4162832865986721185 file /mnt/hadoop/dfs/data/current/subdir4/blk_4162832865986721185,E60,Deleting block blk_<*> file /<*>/blk_<*>,HDFS
545,Deleting block blk_3076992299328673559 file /mnt/hadoop/dfs/data/current/subdir54/blk_3076992299328673559,E60,Deleting block blk_<*> file /<*>/blk_<*>,HDFS
546,Deleting block blk_1746384029810476219 file /mnt/hadoop/dfs/data/current/subdir18/blk_1746384029810476219,E60,Deleting block blk_<*> file /<*>/blk_<*>,HDFS
547,Deleting block blk_4939101994162863442 file /mnt/hadoop/dfs/data/current/subdir24/blk_4939101994162863442,E60,Deleting block blk_<*> file /<*>/blk_<*>,HDFS
548,PacketResponder 1 for block blk_3940282600163903101 terminating,E61,PacketResponder <*> for block blk_<*> terminating,HDFS
549,Received block blk_4182287230523664560 of size 67108864 from /10.251.111.130,E62,Received block blk_<*> of size <*> from /<*>,HDFS
550,Receiving block blk_995094303184954394 src: /10.251.91.84:35590 dest: /10.251.91.84:50010,E64,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS
551,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.6:50010 is added to blk_3585424189730250601 size 67108864,E57,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS
552,Received block blk_3960527526103274525 of size 67108864 from /10.251.30.134,E62,Received block blk_<*> of size <*> from /<*>,HDFS
553,BLOCK* ask 10.250.18.114:50010 to delete  blk_-5140072410813878235,E56,BLOCK* ask <*>:<*> to delete  blk_<*>,HDFS
554,BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_200811101024_0005_m_000720_0/part-00720. blk_-7988596544606686086,E58,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HDFS
555,Received block blk_2474460483915499078 of size 67108864 from /10.251.195.52,E62,Received block blk_<*> of size <*> from /<*>,HDFS
556,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.105.189:50010 is added to blk_-2035996502664501008 size 67108864,E57,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS
557,Receiving block blk_6556854018013706836 src: /10.251.202.134:48721 dest: /10.251.202.134:50010,E64,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS
558,Received block blk_8302956190102508375 of size 67108864 from /10.251.109.236,E62,Received block blk_<*> of size <*> from /<*>,HDFS
559,BLOCK* NameSystem.allocateBlock: /user/root/rand3/_temporary/_task_200811101024_0005_m_001824_0/part-01824. blk_-4654885003331291932,E58,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HDFS
560,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.91.84:50010 is added to blk_-2321016155994168744 size 67108864,E57,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS
561,PacketResponder 0 for block blk_-1733154814375651491 terminating,E61,PacketResponder <*> for block blk_<*> terminating,HDFS
562,BLOCK* NameSystem.delete: blk_8442157310069672329 is added to invalidSet of 10.251.39.64:50010,E59,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HDFS
563,BLOCK* NameSystem.delete: blk_7017399031777870797 is added to invalidSet of 10.250.5.161:50010,E59,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HDFS
564,PacketResponder 2 for block blk_1349228381785843634 terminating,E61,PacketResponder <*> for block blk_<*> terminating,HDFS
565,Receiving block blk_4414644179961808738 src: /10.251.107.98:46161 dest: /10.251.107.98:50010,E64,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS
566,PacketResponder 1 for block blk_-7170175035335391571 terminating,E61,PacketResponder <*> for block blk_<*> terminating,HDFS
567,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.160:50010 is added to blk_1865953191447352631 size 67108864,E57,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS
568,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.239:50010 is added to blk_-5927343391895571936 size 67108864,E57,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS
569,PacketResponder 1 for block blk_5912213716795619450 terminating,E61,PacketResponder <*> for block blk_<*> terminating,HDFS
570,BLOCK* NameSystem.allocateBlock: /user/root/randtxt3/_temporary/_task_200811101024_0007_m_001560_0/part-01560. blk_3376391218693716925,E58,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HDFS
571,PacketResponder 2 for block blk_2691304991047255190 terminating,E61,PacketResponder <*> for block blk_<*> terminating,HDFS
572,Receiving block blk_-2989288139685694818 src: /10.250.19.227:60160 dest: /10.250.19.227:50010,E64,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS
573,Receiving block blk_-3657751236932275338 src: /10.251.123.99:50481 dest: /10.251.123.99:50010,E64,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS
574,10.251.123.99:50010 Served block blk_-7990763409688650846 to /10.251.197.161,E54,<*>:<*> Served block blk_<*> to /<*>,HDFS
575,BLOCK* NameSystem.delete: blk_-6978845808078082463 is added to invalidSet of 10.251.109.209:50010,E59,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HDFS
576,BLOCK* NameSystem.delete: blk_7336636250384047238 is added to invalidSet of 10.251.26.177:50010,E59,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HDFS
577,Deleting block blk_-626413149556394155 file /mnt/hadoop/dfs/data/current/subdir26/blk_-626413149556394155,E60,Deleting block blk_<*> file /<*>/blk_<*>,HDFS
578,Deleting block blk_6675564098604634452 file /mnt/hadoop/dfs/data/current/subdir1/blk_6675564098604634452,E60,Deleting block blk_<*> file /<*>/blk_<*>,HDFS
579,Deleting block blk_5528471097481810388 file /mnt/hadoop/dfs/data/current/subdir5/blk_5528471097481810388,E60,Deleting block blk_<*> file /<*>/blk_<*>,HDFS
580,Deleting block blk_9014154925388243050 file /mnt/hadoop/dfs/data/current/subdir28/blk_9014154925388243050,E60,Deleting block blk_<*> file /<*>/blk_<*>,HDFS
581,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.19:50010 is added to blk_6748710057489679257 size 67108864,E57,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS
582,Receiving block blk_-8649503431827393598 src: /10.251.199.19:48778 dest: /10.251.199.19:50010,E64,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS
583,PacketResponder 2 for block blk_-6883339133893273874 terminating,E61,PacketResponder <*> for block blk_<*> terminating,HDFS
584,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.30.179:50010 is added to blk_-900758580041645081 size 3543900,E57,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS
585,Receiving block blk_7780461223860192433 src: /10.251.127.191:58148 dest: /10.251.127.191:50010,E64,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS
586,BLOCK* NameSystem.allocateBlock: /user/root/rand4/_temporary/_task_200811101024_0009_m_001574_0/part-01574. blk_-7458279618877678162,E58,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HDFS
587,Receiving block blk_7924393760966842810 src: /10.251.202.209:59148 dest: /10.251.202.209:50010,E64,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS
588,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.21:50010 is added to blk_3206064173813164493 size 67108864,E57,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS
589,PacketResponder 1 for block blk_6745520736924802462 terminating,E61,PacketResponder <*> for block blk_<*> terminating,HDFS
590,Receiving block blk_5256716488526744434 src: /10.251.73.220:42064 dest: /10.251.73.220:50010,E64,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS
591,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.177:50010 is added to blk_6928449948805597176 size 67108864,E57,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS
592,BLOCK* NameSystem.allocateBlock: /user/root/randtxt4/_temporary/_task_200811101024_0010_m_000222_0/part-00222. blk_3764836840384130740,E58,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HDFS
593,Receiving block blk_2080318574920472813 src: /10.251.39.64:40530 dest: /10.251.39.64:50010,E64,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS
594,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_5953577136151423920 size 67108864,E57,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS
595,PacketResponder 2 for block blk_5115892145206906855 terminating,E61,PacketResponder <*> for block blk_<*> terminating,HDFS
596,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.70.211:50010 is added to blk_5570475465835003801 size 67108864,E57,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS
597,PacketResponder 0 for block blk_-1842096107468319932 terminating,E61,PacketResponder <*> for block blk_<*> terminating,HDFS
598,BLOCK* NameSystem.delete: blk_3876184938151091897 is added to invalidSet of 10.251.30.85:50010,E59,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HDFS
599,BLOCK* NameSystem.delete: blk_-765820154946060546 is added to invalidSet of 10.251.65.203:50010,E59,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HDFS
600,Deleting block blk_-5934436507161953485 file /mnt/hadoop/dfs/data/current/subdir33/blk_-5934436507161953485,E60,Deleting block blk_<*> file /<*>/blk_<*>,HDFS
601,Received block blk_-3922743468150895472 of size 67108864 from /10.251.39.179,E62,Received block blk_<*> of size <*> from /<*>,HDFS
602,Deleting block blk_-5429042599096020592 file /mnt/hadoop/dfs/data/current/subdir34/blk_-5429042599096020592,E60,Deleting block blk_<*> file /<*>/blk_<*>,HDFS
603,Deleting block blk_449049393237281194 file /mnt/hadoop/dfs/data/current/subdir18/blk_449049393237281194,E60,Deleting block blk_<*> file /<*>/blk_<*>,HDFS
604,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.143:50010 is added to blk_7434237665308221519 size 67108864,E57,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS
605,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.214:50010 is added to blk_4893049344332234616 size 67108864,E57,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS
606,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.126.22:50010 is added to blk_-8298519990603402919 size 67108864,E57,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS
607,Received block blk_-2935178173527646581 of size 67108864 from /10.251.65.237,E62,Received block blk_<*> of size <*> from /<*>,HDFS
608,Receiving block blk_2208589726473895860 src: /10.251.199.245:33914 dest: /10.251.199.245:50010,E64,Receiving block blk_<*> src: /<*>:<*> dest: /<*>:<*>,HDFS
609,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.42.16:50010 is added to blk_-3253005280055520211 size 67108864,E57,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS
610,Received block blk_8993862241777591326 of size 67108864 from /10.250.15.240,E62,Received block blk_<*> of size <*> from /<*>,HDFS
611,Received block blk_4989329877491629543 of size 67108864 from /10.250.15.67,E62,Received block blk_<*> of size <*> from /<*>,HDFS
612,Received block blk_4967370797322420259 of size 67108864 from /10.251.39.192,E62,Received block blk_<*> of size <*> from /<*>,HDFS
613,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.127.243:50010 is added to blk_-719178972315562824 size 67108864,E57,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS
614,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.4:50010 is added to blk_9093176996492793041 size 67108864,E57,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS
615,PacketResponder 1 for block blk_-7200400342436668240 terminating,E61,PacketResponder <*> for block blk_<*> terminating,HDFS
616,PacketResponder 1 for block blk_-9098645110390099509 terminating,E61,PacketResponder <*> for block blk_<*> terminating,HDFS
617,Received block blk_8699194381234371727 of size 67108864 from /10.251.214.67,E62,Received block blk_<*> of size <*> from /<*>,HDFS
618,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.67:50010 is added to blk_-5961895238114806886 size 28508403,E57,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*>:<*> is added to blk_<*> size <*>,HDFS
619,BLOCK* NameSystem.allocateBlock: /user/root/randtxt5/_temporary/_task_200811101024_0012_m_001554_0/part-01554. blk_5183831565578080242,E58,BLOCK* NameSystem.allocateBlock: /<*>/part-<*>. blk_<*>,HDFS
620,PacketResponder 2 for block blk_-7256345477493725857 terminating,E61,PacketResponder <*> for block blk_<*> terminating,HDFS
621,BLOCK* NameSystem.delete: blk_-4438918035940270891 is added to invalidSet of 10.251.71.193:50010,E59,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HDFS
622,BLOCK* NameSystem.delete: blk_5580254744888391593 is added to invalidSet of 10.251.201.204:50010,E59,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HDFS
623,BLOCK* NameSystem.delete: blk_-719470845056640928 is added to invalidSet of 10.251.90.64:50010,E59,BLOCK* NameSystem.delete: blk_<*> is added to invalidSet of <*>:<*>,HDFS
624,BLOCK* ask 10.250.17.177:50010 to delete  blk_-8570780307468499817 blk_-9122557405432088649 blk_-4393063808227796056 blk_8767569714374844347 blk_7079754042611867581 blk_7608961006114219538 blk_-5017273584996436939 blk_-6537833125980536955 blk_7610838808763810123 blk_3300803097775546532 blk_-5120750586032922592 blk_1577274266662884430 blk_765879159867598347 blk_-9076085976403711202 blk_-3198963348573340497 blk_-4645750029177277209 blk_-5136142986912961316 blk_5677959846373741243 blk_2107477892986152528 blk_-4235116161537008844 blk_6082535783543982566 blk_-4809870147222033236 blk_8818706925296961012 blk_-5203577173046267127 blk_189089569009261656 blk_446299976487589160 blk_-3916247521166632303 blk_-3324962406687427922 blk_-1807424528783081572 blk_-6858401049333055963 blk_6036564204960295926 blk_-8140723044408248078 blk_-3800132731140204959 blk_1716344083117307767 blk_-5194808114606613364 blk_-5473871016976323232 blk_2920934363167004552 blk_8736689095894369097 blk_-7642734632751940776 blk_3408482260833769309 blk_118013751374560901 blk_7963891081239759520 blk_3813114133944383323 blk_3042818489384932576 blk_-4570173726231458270 blk_-1564644006975920581 blk_338095650783321996 blk_3150135312641203550 blk_4285859645577726288 blk_3438772130782939627 blk_2634772258588877972 blk_-6795664812575964130 blk_3923069610304693233 blk_-1782996202120067721 blk_2004418049430157212 blk_1932147224007687756 blk_-582901062969027153 blk_5072240701440032119 blk_-7919006477393039068 blk_-7318022361288598312 blk_-6974693594143537436 blk_-5435767047126325206 blk_-5805500288959332434 blk_-7109885589081848850 blk_2161580591957523893 blk_7240227881194993860 blk_-8298405680648445349 blk_-4253026248821272215 blk_8377661448601579317 blk_8029153852899017155 blk_-8754388319080705916 blk_-7844092300527332901 blk_710178463364063355 blk_-5136849989188547884 blk_8393887138377503163 blk_-6950176077776664217 blk_-6488701068659548195 blk_2537458728254532453 blk_364441107933628577 blk_6207861897580168557 blk_8814943807366894581 blk_-4150682644311695471 blk_9174833667156726933 blk_649427218152856001 blk_-7403541028238011236 blk_-334982586592048773 blk_61908781908925992 blk_6385574357371832424 blk_-66376131060945541 blk_1372596948297458670 blk_-3389135155401857220 blk_-6035411221441929663 blk_-5127580069634421247 blk_-5685246533892022418 blk_4977937528993040451 blk_5680538862600094527 blk_-8378747462487962732 blk_425101290285860876 blk_6306622708327890839 blk_-1067866602168873257,E56,BLOCK* ask <*>:<*> to delete  blk_<*>,HDFS
625,Deleting block blk_-9169228974826183399 file /mnt/hadoop/dfs/data/current/subdir5/blk_-9169228974826183399,E60,Deleting block blk_<*> file /<*>/blk_<*>,HDFS
